id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source,address
ChZDSUhNMG9nS0VJQ0FnSUNxNWJiS1J3EAE,"YOU WILL BEING JUDGED IF YOU SPENT TOO MUCH. We made like an hour long trip to this particular Sam’s that carries alcohol to shop for everything we need for an upcoming family gathering. From prime steaks, snacks, desserts, of course, …",3 days ago,2021-06-17 06:52:15.491290,1.0,Alpaca Paca,0,0,https://www.google.com/maps/contrib/113534418257386671799/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChdDSUhNMG9nS0VJQ0FnSUNxd1lUV3VRRRAB,Very nice store . Very good customer service.,a week ago,2021-06-17 06:52:15.495259,5.0,Hank McVay,0,0,https://www.google.com/maps/contrib/100494390736127470183/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChdDSUhNMG9nS0VJQ0FnSUNxaHBxTjlBRRAB,This store is clean. The staff are professional and helpful.  They have a nice selection of fruits and vegetables. I'm able to get what I need most for my family.,a week ago,2021-06-17 06:52:15.499257,5.0,Adriana Rodriguez,0,0,https://www.google.com/maps/contrib/113818045003933983315/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChZDSUhNMG9nS0VJQ0FnSUNxelAtRkN3EAE,,2 weeks ago,2021-06-17 06:52:15.504263,5.0,MARGOT PENHA,0,0,https://www.google.com/maps/contrib/107779241617440794543/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChZDSUhNMG9nS0VJQ0FnSUNxOUxhMVl3EAE,,2 weeks ago,2021-06-17 06:52:15.508257,5.0,Earleen Pichon,0,0,https://www.google.com/maps/contrib/103502276319063615592/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChZDSUhNMG9nS0VJQ0FnSURpcVpmT2ZREAE,,3 weeks ago,2021-06-17 06:52:15.512259,5.0,Tanya Tumbaco,0,0,https://www.google.com/maps/contrib/106480770140876027730/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChdDSUhNMG9nS0VJQ0FnSURNcGJpWDZ3RRAB,No Diet Coke in machine. No sign showing outage. No interest from food staff. No manager visible. 3 in line at Customer Service and 1 on duly. This store used to be better.,3 weeks ago,2021-06-17 06:52:15.517258,1.0,Michael Austin,0,0,https://www.google.com/maps/contrib/104380566440653463202/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChZDSUhNMG9nS0VJQ0FnSURLdjl2ZUdREAE,,3 weeks ago,2021-06-17 06:52:15.521283,5.0,Kenneth Amos,0,0,https://www.google.com/maps/contrib/105390653744043511516/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChdDSUhNMG9nS0VJQ0FnSURLMzlfTThnRRAB,,3 weeks ago,2021-06-17 06:52:15.524286,4.0,Scott Richards,0,0,https://www.google.com/maps/contrib/116151249174394590155/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
ChdDSUhNMG9nS0VJQ0FnSURLei03UnNRRRAB,"Ok, way better than Costco, there i said it!  Just the scan in app, pay on your phone, and walk out is worth it. No more long lines at Costco, thank you Sam's club!",3 weeks ago,2021-06-17 06:52:15.528256,5.0,Amit Ray,0,0,https://www.google.com/maps/contrib/109655101856374144720/reviews?hl=en-US,"https://www.google.com/maps/place/Sam's+Club/@40.2412063,-74.2948451,17z/data=!3m2!4b1!5s0x89c3d5cb1293ed1b:0x7cdc34c6dbc71f14!4m5!3m4!1s0x89c3d432c6ff0d1b:0xa4c5077053e12cfb!8m2!3d40.2412063!4d-74.292656","320 W Main St, Freehold, NJ 07728"
