id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,url_source,address
ChZDSUhNMG9nS0VJQ0FnSUNLMDZYREN3EAE,Got something stolen (while I was in the bathroom) their once but was able to get it back and find it they just left it in a cart once they realized there was nothing valuable in it (never leave any valuables in your cart while you go the …,5 days ago,2021-04-22 18:13:37.153859,3.0,AG2000,6,0,https://www.google.com/maps/contrib/105610805108851566569/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSUNLNkpUVWJ3EAE,Bakery is great,3 weeks ago,2021-04-22 18:13:37.163549,4.0,Felicia Kennedy,0,0,https://www.google.com/maps/contrib/110104889983126222249/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSUR5eGJtQlpnEAE,"After today I will no longer shop at this BJ’s, considering canceling my membership and just stick with Costco’s. Went to this BJ’s since it’s close to my home I just moved into. When and why is it the customer’s responsibility to make to …",a month ago,2021-04-22 18:13:37.179828,1.0,ziahgore,3,0,https://www.google.com/maps/contrib/101318137760023307185/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChdDSUhNMG9nS0VJQ0FnSUR5Z2I3UXF3RRAB,Lately the service is down hill. I loaded my coupons on line at home but did not work so had to have the whole order redid by hand .Thay have nice plants.buy this day that are all back by the freezer and all dyeing why not up front with …,a month ago,2021-04-22 18:13:37.189824,1.0,Jennifer Rockford,11,0,https://www.google.com/maps/contrib/102621324942220693646/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSURVX3ZUWEp3EAE,Very few organic choices.  But Curbside pick up is handy and prices are great since they don’t use Instacart.,a month ago,2021-04-22 18:13:37.201821,3.0,Tracy C,0,0,https://www.google.com/maps/contrib/105029339017980502947/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSUR5NElQMUlnEAE,"2 lines open that aren't self check out. 6 self check out lines blinking on a Saturday at 10:30. Terrible.  I will just Amazon from now on, since they want it all automated.",2 months ago,2021-04-22 18:13:37.208827,2.0,Joe Jamieson Mortgage guy,0,0,https://www.google.com/maps/contrib/101411244839249064642/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChdDSUhNMG9nS0VJQ0FnSUN5M3NqSnF3RRAB,Came into the store on the 31st of January at 12 45 pm both girls doing pickup online orders next to where Dunkin donuts used to be were not wearing masks their masks at all times while on the sales floor as well as while preparing items …,2 months ago,2021-04-22 18:13:37.215823,1.0,A V,7,0,https://www.google.com/maps/contrib/110675053085097595686/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSUN5dXB6WFJ3EAE,I gave them one star because even though they do require masks they do not enforce it.,2 months ago,2021-04-22 18:13:37.225827,1.0,Ted townsend,1,0,https://www.google.com/maps/contrib/110646866512838209552/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChdDSUhNMG9nS0VJQ0FnSUN5eUk2ZHZ3RRAB,Mask requirement is not being enforced,3 months ago,2021-04-22 18:13:37.231826,1.0,Taylor Christian Carr,0,0,https://www.google.com/maps/contrib/106845901259450824192/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
ChZDSUhNMG9nS0VJQ0FnSURTNDctbktREAE,"On Jan 6 BJ's in Clermont does not seem to be enforcing their mandatory mask policy. I saw at least 10 people without masks. We stopped shopping, paid for the couple of items we had and left.",3 months ago,2021-04-22 18:13:37.235820,1.0,Robert Myers,3,0,https://www.google.com/maps/contrib/112166226127726462369/reviews?hl=en-US,"https://www.google.com/maps/search/BJ's+Wholesale++2577+South+Highway+27+Clermont+FL+34711+/@28.5332989,-81.735169,17z/data=!3m1!4b","2577 S Hwy 27, Clermont, FL 34711"
